Thread  	Address                 	Instruction                     	Result                                  	
0000DEAD	ROM:sub_B0D2+AA         	MOVS            R0, #5          	R0=00000005                             	
0000DEAD	ROM:sub_B0D2+AC         	BL              sub_AE32        	LR=0000B183                             	
0000DEAD	ROM:sub_AE32            	CMP             R1, #1          	Z=1                                     	
0000DEAD	ROM:sub_AE32+2          	BNE             loc_AE54        	                                        	
0000DEAD	ROM:sub_AE32+4          	LSRS            R1, R0, #5      	R1=00000000 C=0                         	
0000DEAD	ROM:sub_AE32+6          	LSLS            R1, R1, #9      	                                        	
0000DEAD	ROM:sub_AE32+8          	ADD.W           R1, R1, #0x40000000	R1=40000000                             	
0000DEAD	ROM:sub_AE32+C          	ADD.W           R1, R1, #0xE1000	R1=400E1000                             	
0000DEAD	ROM:sub_AE32+10         	MOVS            R2, #1          	R2=00000001 Z=0                         	
0000DEAD	ROM:sub_AE32+12         	AND.W           R0, R0, #0x1F   	                                        	
0000DEAD	ROM:sub_AE32+16         	LSL.W           R0, R2, R0      	R0=00000020                             	
0000DEAD	ROM:sub_AE32+1A         	STR             R0, [R1,#0x44]  	                                        	
0000DEAD	ROM:sub_AE32+1C         	STR.W           R0, [R1,#0x168] 	                                        	
0000DEAD	ROM:sub_AE32+20         	BX              LR              	                                        	
0000DEAD	ROM:sub_B0D2+B0         	MOVS            R1, #1          	R1=00000001                             	
0000DEAD	ROM:sub_B0D2+B2         	MOVS            R0, #5          	R0=00000005                             	
0000DEAD	ROM:sub_B0D2+B4         	BL              sub_AE74        	LR=0000B18B                             	
0000DEAD	ROM:sub_AE74            	LSRS            R2, R0, #5      	R2=00000000 Z=1                         	
0000DEAD	ROM:sub_AE74+2          	LSLS            R2, R2, #9      	                                        	
0000DEAD	ROM:sub_AE74+4          	ADD.W           R2, R2, #0x40000000	R2=40000000                             	
0000DEAD	ROM:sub_AE74+8          	MOVS            R3, #1          	R3=00000001 Z=0                         	
0000DEAD	ROM:sub_AE74+A          	AND.W           R0, R0, #0x1F   	                                        	
0000DEAD	ROM:sub_AE74+E          	ADD.W           R2, R2, #0xE1000	R2=400E1000                             	
0000DEAD	ROM:sub_AE74+12         	LSL.W           R0, R3, R0      	R0=00000020                             	
0000DEAD	ROM:sub_AE74+16         	CBZ             R1, loc_AE90    	                                        	
0000DEAD	ROM:sub_AE74+18         	STR             R0, [R2,#0x54]  	                                        	
0000DEAD	ROM:sub_AE74+1A         	BX              LR              	                                        	
0000DEAD	ROM:sub_B0D2+B8         	BL              sub_C7B4        	LR=0000B18F                             	
0000DEAD	ROM:sub_C7B4            	PUSH            {R4-R6,LR}      	SP=20001378 MSP=20001378                	
0000DEAD	ROM:sub_C7B4+2          	MOVS            R4, #4          	R4=00000004                             	
0000DEAD	ROM:sub_C7B4+4          	ADR.W           R5, unk_C9E8    	R5=0000C9E8                             	
0000DEAD	ROM:sub_C7B4+8          	B               loc_C7D2        	                                        	
0000DEAD	ROM:sub_C7B4:loc_C7D2   	SUBS            R4, R4, #1      	R4=00000003 C=1                         	
0000DEAD	ROM:sub_C7B4+20         	BPL             loc_C7BE        	                                        	
0000DEAD	ROM:sub_C7B4:loc_C7BE   	LDR.W           R6, [R5,R4,LSL#2]	R6=00000046                             	
0000DEAD	ROM:sub_C7B4+E          	MOVS            R1, #1          	                                        	
0000DEAD	ROM:sub_C7B4+10         	MOV             R0, R6          	R0=00000046                             	
0000DEAD	ROM:sub_C7B4+12         	BL              sub_C6DC        	LR=0000C7CB                             	
0000DEAD	ROM:sub_C6DC            	LSRS            R2, R0, #5      	R2=00000002 C=0                         	
0000DEAD	ROM:sub_C6DC+2          	LSLS            R2, R2, #9      	R2=00000400                             	
0000DEAD	ROM:sub_C6DC+4          	ADD.W           R2, R2, #0x40000000	R2=40000400                             	
0000DEAD	ROM:sub_C6DC+8          	MOVS            R3, #1          	                                        	
0000DEAD	ROM:sub_C6DC+A          	AND.W           R0, R0, #0x1F   	R0=00000006                             	
0000DEAD	ROM:sub_C6DC+E          	ADD.W           R2, R2, #0xE1000	R2=400E1400                             	
0000DEAD	ROM:sub_C6DC+12         	LSL.W           R0, R3, R0      	R0=00000040                             	
0000DEAD	ROM:sub_C6DC+16         	CMP             R1, #1          	C=1 Z=1                                 	
0000DEAD	ROM:sub_C6DC+18         	BNE             loc_C6FE        	                                        	
0000DEAD	ROM:sub_C6DC+1A         	STR             R0, [R2,#0x44]  	                                        	
0000DEAD	ROM:sub_C6DC+1C         	STR.W           R0, [R2,#0x168] 	                                        	
0000DEAD	ROM:sub_C6DC+20         	BX              LR              	                                        	
0000DEAD	ROM:sub_C7B4+16         	MOVS            R1, #0          	R1=00000000                             	
0000DEAD	ROM:sub_C7B4+18         	MOV             R0, R6          	R0=00000046                             	
0000DEAD	ROM:sub_C7B4+1A         	BL              sub_C708        	LR=0000C7D3                             	
0000DEAD	ROM:sub_C708            	LSRS            R2, R0, #5      	R2=00000002 C=0 Z=0                     	
0000DEAD	ROM:sub_C708+2          	LSLS            R2, R2, #9      	R2=00000400                             	
0000DEAD	ROM:sub_C708+4          	ADD.W           R2, R2, #0x40000000	R2=40000400                             	
0000DEAD	ROM:sub_C708+8          	MOVS            R3, #1          	                                        	
0000DEAD	ROM:sub_C708+A          	AND.W           R0, R0, #0x1F   	R0=00000006                             	
0000DEAD	ROM:sub_C708+E          	ADD.W           R2, R2, #0xE1000	R2=400E1400                             	
0000DEAD	ROM:sub_C708+12         	LSL.W           R0, R3, R0      	R0=00000040                             	
0000DEAD	ROM:sub_C708+16         	CBZ             R1, loc_C724    	                                        	
0000DEAD	ROM:sub_C708:loc_C724   	STR             R0, [R2,#0x58]  	                                        	
0000DEAD	ROM:sub_C708+1E         	BX              LR              	R0=00000008 R4=FFFFFFFF R6=00000043 N=1 	
0000DEAD	ROM:sub_C7B4+22         	ADR.W           R5, unk_C9F8    	R5=0000C9F8                             	
0000DEAD	ROM:sub_C7B4+26         	MOVS            R4, #0xA        	R4=0000000A N=0                         	
0000DEAD	ROM:sub_C7B4+28         	B               loc_C7F2        	                                        	
0000DEAD	ROM:sub_C7B4:loc_C7F2   	SUBS            R4, R4, #1      	R4=00000009 C=1                         	
0000DEAD	ROM:sub_C7B4+40         	BPL             loc_C7DE        	                                        	
0000DEAD	ROM:sub_C7B4:loc_C7DE   	LDR.W           R6, [R5,R4,LSL#2]	R6=00000040                             	
0000DEAD	ROM:sub_C7B4+2E         	MOVS            R1, #0          	Z=1                                     	
0000DEAD	ROM:sub_C7B4+30         	MOV             R0, R6          	R0=00000040                             	
0000DEAD	ROM:sub_C7B4+32         	BL              sub_C6DC        	R0=00000001 LR=0000C7EB C=0 Z=0 N=1     	
0000DEAD	ROM:sub_C6DC:loc_C6FE   	CBNZ            R1, locret_C706 	                                        	
0000DEAD	ROM:sub_C6DC+24         	STR             R0, [R2,#0x48]  	                                        	
0000DEAD	ROM:sub_C6DC+26         	STR.W           R0, [R2,#0x164] 	                                        	
0000DEAD	ROM:sub_C6DC:locret_C706	BX              LR              	                                        	
0000DEAD	ROM:sub_C7B4+36         	MOVS            R1, #8          	R1=00000008 N=0                         	
0000DEAD	ROM:sub_C7B4+38         	MOV             R0, R6          	R0=00000040                             	
0000DEAD	ROM:sub_C7B4+3A         	BL              sub_C680        	LR=0000C7F3                             	
0000DEAD	ROM:sub_C680            	AND.W           R3, R0, #0x1F   	R3=00000000                             	
0000DEAD	ROM:sub_C680+4          	PUSH            {R4,R5,LR}      	SP=2000136C MSP=2000136C                	
0000DEAD	ROM:sub_C680+6          	LSRS            R0, R0, #5      	R0=00000002                             	
0000DEAD	ROM:sub_C680+8          	LSLS            R0, R0, #9      	R0=00000400                             	
0000DEAD	ROM:sub_C680+A          	MOVS            R2, #1          	R2=00000001                             	
0000DEAD	ROM:sub_C680+C          	ADD.W           R0, R0, #0x40000000	R0=40000400                             	
0000DEAD	ROM:sub_C680+10         	LSLS            R2, R3          	                                        	
0000DEAD	ROM:sub_C680+12         	ADD.W           R0, R0, #0xE1000	R0=400E1400                             	
0000DEAD	ROM:sub_C680+16         	ADD.W           R3, R0, #0x14   	R3=400E1414                             	
0000DEAD	ROM:sub_C680+1A         	LSLS            R4, R1, #0x1C   	R4=80000000 N=1                         	
0000DEAD	ROM:sub_C680+1C         	ITE MI                          	IT[3:2]=3 IT[7:4]=4                     	
0000DEAD	ROM:sub_C680+1E         	STRMI           R2, [R3,#0x60]  	IT[3:2]=2 IT[7:4]=5                     	
0000DEAD	ROM:sub_C680+20         	STRPL           R2, [R3,#0x64]  	IT[3:2]=0 IT[7:4]=0                     	
0000DEAD	ROM:sub_C680+22         	LSLS            R4, R1, #0x1B   	R4=40000000 N=0                         	
0000DEAD	ROM:sub_C680+24         	ITE MI                          	IT[3:2]=3 IT[7:4]=4                     	
0000DEAD	ROM:sub_C680+26         	STRMI           R2, [R3,#0x70]  	IT[3:2]=2 IT[7:4]=5                     	
0000DEAD	ROM:sub_C680+28         	STRPL           R2, [R3,#0x74]  	IT[3:2]=0 IT[7:4]=0                     	
0000DEAD	ROM:sub_C680+2A         	ADD.W           R4, R0, #0xC4   	R4=400E14C4                             	
0000DEAD	ROM:sub_C680+2E         	LSLS            R5, R1, #0x19   	R5=10000000                             	
0000DEAD	ROM:sub_C680+30         	ITE MI                          	IT[3:2]=3 IT[7:4]=4                     	
0000DEAD	ROM:sub_C680+32         	STRMI.W         R2, [R0,#0xC4]  	IT[3:2]=2 IT[7:4]=5                     	
0000DEAD	ROM:sub_C680+36         	STRPL           R2, [R4,#4]     	IT[3:2]=0 IT[7:4]=0                     	
0000DEAD	ROM:sub_C680+38         	LSLS            R5, R1, #0x18   	R5=08000000                             	
0000DEAD	ROM:sub_C680+3A         	ITE MI                          	IT[3:2]=3 IT[7:4]=4                     	
0000DEAD	ROM:sub_C680+3C         	STRMI           R2, [R4,#0x40]  	IT[3:2]=2 IT[7:4]=5                     	
0000DEAD	ROM:sub_C680+3E         	STRPL           R2, [R4,#0x44]  	IT[3:2]=0 IT[7:4]=0                     	
0000DEAD	ROM:sub_C680+40         	LSLS            R4, R1, #0x1F   	R4=00000000 Z=1                         	
0000DEAD	ROM:sub_C680+42         	ITE MI                          	IT[3:2]=3 IT[7:4]=4                     	
0000DEAD	ROM:sub_C680+44         	STRMI           R2, [R0,#0x14]  	IT[3:2]=2 IT[7:4]=5                     	
0000DEAD	ROM:sub_C680+46         	STRPL           R2, [R3,#4]     	IT[3:2]=0 IT[7:4]=0                     	
0000DEAD	ROM:sub_C680+48         	LSLS            R0, R1, #0x1E   	R0=00000000                             	
0000DEAD	ROM:sub_C680+4A         	ITE MI                          	IT[3:2]=3 IT[7:4]=4                     	
0000DEAD	ROM:sub_C680+4C         	STRMI           R2, [R3,#0x10]  	IT[3:2]=2 IT[7:4]=5                     	
0000DEAD	ROM:sub_C680+4E         	STRPL           R2, [R3,#0x14]  	IT[3:2]=0 IT[7:4]=0                     	
0000DEAD	ROM:sub_C680+50         	LSLS            R0, R1, #0x1D   	C=1                                     	
0000DEAD	ROM:sub_C680+52         	BPL             loc_C6D8        	                                        	
0000DEAD	ROM:sub_C680:loc_C6D8   	STR             R2, [R3,#0x24]  	                                        	
0000DEAD	ROM:sub_C680+5A         	POP             {R4,R5,PC}      	R2=00000080 R4=FFFFFFFF R5=0000C9F8 R6=00000047 SP=20001378 C=0 Z=0 N=1 MSP=20001378	
0000DEAD	ROM:sub_C7B4+42         	MOVS            R1, #0          	R1=00000000 Z=1 N=0                     	
0000DEAD	ROM:sub_C7B4+44         	MOVS            R0, #0x21 ; '!' 	R0=00000021 Z=0                         	
0000DEAD	ROM:sub_C7B4+46         	BL              sub_C6DC        	R0=00000002 R2=400E1200 R3=00000001 LR=0000C7FF N=1	
0000DEAD	ROM:sub_C7B4+4A         	MOVS            R1, #8          	R1=00000008 N=0                         	
0000DEAD	ROM:sub_C7B4+4C         	MOVS            R0, #0x21 ; '!' 	R0=00000021                             	
0000DEAD	ROM:sub_C7B4+4E         	BL              sub_C680        	R0=00000000 R2=00000002 R3=400E1214 LR=0000C807 C=1 Z=1	
0000DEAD	ROM:sub_C7B4+52         	LDR             R1, =unk_200002D0	R1=200002D0                             	
0000DEAD	ROM:sub_C7B4+54         	LDR             R0, =0x493E0    	R0=000493E0                             	
0000DEAD	ROM:sub_C7B4+56         	STR             R0, [R1,#(unk_200002D4 - 0x200002D0)]	                                        	
0000DEAD	ROM:sub_C7B4+58         	BL              sub_AD60        	LR=0000C811                             	
0000DEAD	ROM:sub_AD60            	LDR             R0, =unk_20000D58	R0=20000D58                             	
0000DEAD	ROM:sub_AD60+2          	MOVS            R2, #0          	R2=00000000                             	
0000DEAD	ROM:sub_AD60+4          	STRD.W          R2, R2, [R0]    	                                        	
0000DEAD	ROM:sub_AD60+8          	STRB            R2, [R0,#(byte_20000D62 - 0x20000D58)]	                                        	
0000DEAD	ROM:sub_AD60+A          	STRB            R2, [R0,#(unk_20000D61 - 0x20000D58)]	                                        	
0000DEAD	ROM:sub_AD60+C          	STRB            R2, [R0,#(unk_20000D60 - 0x20000D58)]	                                        	
0000DEAD	ROM:sub_AD60+E          	BX              LR              	                                        	
0000DEAD	ROM:sub_C7B4+5C         	MOVW            R1, #0x101      	R1=00000101                             	
0000DEAD	ROM:sub_C7B4+60         	LDR             R0, =unk_400F0800	R0=400F0800                             	
0000DEAD	ROM:sub_C7B4+62         	STR             R1, [R0,#(unk_400F0840 - 0x400F0800)]	                                        	
0000DEAD	ROM:sub_C7B4:loc_C818   	LDR             R1, [R0,#(unk_400F0808 - 0x400F0800)]	R1=22010001                             	
0000DEAD	ROM:sub_C7B4+66         	LSLS            R1, R1, #7      	R1=00800080 Z=0                         	
0000DEAD	ROM:sub_C7B4+68         	BMI             loc_C818        	                                        	
0000DEAD	ROM:sub_C7B4+6A         	LDR             R1, [R0]        	R1=00040100                             	
0000DEAD	ROM:sub_C7B4+6C         	LDR             R2, =0x40101    	R2=00040101                             	
0000DEAD	ROM:sub_C7B4+6E         	ORRS            R1, R2          	R1=00040101                             	
0000DEAD	ROM:sub_C7B4+70         	STR             R1, [R0]        	                                        	
0000DEAD	ROM:sub_C7B4:loc_C826   	LDR             R1, [R0,#(unk_400F0808 - 0x400F0800)]	R1=22010001                             	
0000DEAD	ROM:sub_C7B4+74         	LSLS            R1, R1, #7      	R1=00800080                             	
0000DEAD	ROM:sub_C7B4+76         	BMI             loc_C826        	                                        	
0000DEAD	ROM:sub_C7B4+78         	MOVS            R0, #0x80       	R0=00000080                             	
0000DEAD	ROM:sub_C7B4+7A         	LDR             R1, =unk_E000E104	R1=E000E104                             	
0000DEAD	ROM:sub_C7B4+7C         	STR             R0, [R1]        	                                        	
0000DEAD	ROM:sub_C7B4+7E         	MOVS            R0, #0x32 ; '2' 	R0=00000032                             	
0000DEAD	ROM:sub_C7B4+80         	BL              sub_C728        	LR=0000C839                             	
0000DEAD	ROM:sub_C728            	LDR             R1, =unk_400F0804	R1=400F0804                             	
0000DEAD	ROM:sub_C728+2          	MOVS            R2, #0          	R2=00000000 Z=1                         	
0000DEAD	ROM:sub_C728+4          	STR             R2, [R1]        	                                        	
0000DEAD	ROM:sub_C728:loc_C72E   	LDR             R2, [R1,#(unk_400F0808 - 0x400F0804)]	R2=22010101                             	
0000DEAD	ROM:sub_C728+8          	LSLS            R2, R2, #7      	R2=00808080 Z=0                         	
0000DEAD	ROM:sub_C728+A          	BMI             loc_C72E        	                                        	
0000DEAD	ROM:sub_C728+C          	STR             R0, [R1,#(unk_400F0820 - 0x400F0804)]	                                        	
0000DEAD	ROM:sub_C728:loc_C736   	LDR             R0, [R1,#(unk_400F0808 - 0x400F0804)]	R0=22010101                             	
0000DEAD	ROM:sub_C728+10         	LSLS            R0, R0, #7      	R0=00808080                             	
0000DEAD	ROM:sub_C728+12         	BMI             loc_C736        	                                        	
0000DEAD	ROM:sub_C728+14         	MOV.W           R0, #0x100      	R0=00000100                             	
0000DEAD	ROM:sub_C728+18         	STR             R0, [R1,#(unk_400F0810 - 0x400F0804)]	                                        	
0000DEAD	ROM:sub_C728:loc_C742   	LDR             R2, [R1,#(unk_400F0808 - 0x400F0804)]	R2=22010101                             	
0000DEAD	ROM:sub_C728+1C         	LSLS            R2, R2, #7      	R2=00808080                             	
0000DEAD	ROM:sub_C728+1E         	BMI             loc_C742        	                                        	
0000DEAD	ROM:sub_C728+20         	STR             R0, [R1,#(unk_400F081C - 0x400F0804)]	                                        	
0000DEAD	ROM:sub_C728:loc_C74A   	LDR             R0, [R1,#(unk_400F0808 - 0x400F0804)]	R0=22010101                             	
0000DEAD	ROM:sub_C728+24         	LSLS            R0, R0, #7      	R0=00808080                             	
0000DEAD	ROM:sub_C728+26         	BMI             loc_C74A        	                                        	
0000DEAD	ROM:sub_C728+28         	BX              LR              	                                        	
0000DEAD	ROM:sub_C7B4+84         	LDR             R2, =0x20000D58 	R2=20000D58                             	
0000DEAD	ROM:sub_C7B4+86         	MOV.W           R0, #0xFFFFFFFF 	R0=FFFFFFFF                             	
0000DEAD	ROM:sub_C7B4+8A         	STRD.W          R0, R0, [R2]    	                                        	
0000DEAD	ROM:sub_C7B4+8E         	POP.W           {R4-R6,LR}      	R4=20000DA8 R5=400F1000 R6=00000000 SP=20001388 LR=0000B18F MSP=20001388	
0000DEAD	ROM:sub_C7B4+92         	B               sub_C858        	                                        	
0000DEAD	ROM:sub_C858            	PUSH.W          {R3-R9,LR}      	SP=20001368 MSP=20001368                	
0000DEAD	ROM:sub_C858+4          	MOVS            R4, #0          	R4=00000000 Z=1                         	
0000DEAD	ROM:sub_C858+6          	MOVS            R5, #0          	R5=00000000                             	
0000DEAD	ROM:sub_C858+8          	MOVS            R6, #3          	R6=00000003 Z=0                         	
0000DEAD	ROM:sub_C858+A          	ADR.W           R9, unk_C9E8    	                                        	
0000DEAD	ROM:sub_C858:loc_C866   	LDR.W           R7, [R9,R6,LSL#2]	R7=00000046                             	
0000DEAD	ROM:sub_C858+12         	MOVS            R1, #0          	R1=00000000 Z=1                         	
0000DEAD	ROM:sub_C858+14         	MOV             R0, R7          	R0=00000046                             	
0000DEAD	ROM:sub_C858+16         	BL              sub_C6DC        	R0=00000040 R2=400E1400 R3=00000001 LR=0000C873 C=0 Z=0 N=1	
0000DEAD	ROM:sub_C858+1A         	MOV             R1, R4          	                                        	
0000DEAD	ROM:sub_C858+1C         	MOV             R0, R7          	R0=00000046                             	
0000DEAD	ROM:sub_C858+1E         	BL              sub_C680        	R0=00000000 R2=00000040 R3=400E1414 LR=0000C87B Z=1 N=0	
0000DEAD	ROM:sub_C858+22         	SUBS            R6, R6, #1      	R6=00000002 C=1 Z=0                     	
0000DEAD	ROM:sub_C858+24         	BPL             loc_C866        	R2=00000008 R6=FFFFFFFF R7=00000043 SP=20001318 ISR_NUMBER=37 C=0 N=1 MSP=20001318	
0000DEAD	ROM:sub_C858+26         	ADR.W           R7, unk_C9F8    	R7=0000C9F8                             	
0000DEAD	ROM:sub_C858+2A         	MOVS            R6, #9          	R6=00000009 N=0                         	
0000DEAD	ROM:sub_C858:loc_C884   	LDR.W           R8, [R7,R6,LSL#2]	R8=00000040                             	
0000DEAD	ROM:sub_C858+30         	BL              sub_C9E0        	LR=0000C88D                             	
0000DEAD	ROM:sub_C9E0            	MOVS            R1, #0          	Z=1                                     	
0000DEAD	ROM:sub_C9E2            	MOV             R0, R8          	R0=00000040                             	
0000DEAD	ROM:sub_C9E2+2          	B               sub_C6DC        	R0=00000001 R2=400E1400 R3=00000001 Z=0 N=1	
0000DEAD	ROM:sub_C858+34         	MOVS            R1, #8          	R1=00000008 N=0                         	
0000DEAD	ROM:sub_C858+36         	MOV             R0, R8          	R0=00000040                             	
0000DEAD	ROM:sub_C858+38         	BL              sub_C680        	R0=00000000 R2=00000001 R3=400E1414 LR=0000C895 C=1 Z=1	
0000DEAD	ROM:sub_C858+3C         	SUBS            R6, R6, #1      	R6=00000008 Z=0                         	
0000DEAD	ROM:sub_C858+3E         	BPL             loc_C884        	R2=00000080 R6=FFFFFFFF R8=00000047 C=0 N=1	
0000DEAD	ROM:sub_C858+40         	MOVS            R6, #3          	R6=00000003 N=0                         	
0000DEAD	ROM:sub_C858+42         	LDR             R7, =unk_400E1260	R7=400E1260                             	
0000DEAD	ROM:sub_C858:loc_C89C   	LDR.W           R8, [R9,R6,LSL#2]	R8=00000046                             	
0000DEAD	ROM:sub_C858+48         	MOVS            R1, #1          	R1=00000001                             	
0000DEAD	ROM:sub_C858+4A         	BL              sub_C9E2        	R0=00000040 R2=400E1400 R3=00000001 LR=0000C8A7 C=1 Z=1	
0000DEAD	ROM:sub_C858+4E         	MOVS            R1, #0          	R1=00000000                             	
0000DEAD	ROM:sub_C858+50         	MOV             R0, R8          	R0=00000046                             	
0000DEAD	ROM:sub_C858+52         	BL              sub_C708        	R0=00000040 LR=0000C8AF C=0 Z=0         	
0000DEAD	ROM:sub_C858+56         	MOVS            R0, #3          	R0=00000003                             	
0000DEAD	ROM:sub_C858+58         	BL              sub_C678        	LR=0000C8B5                             	
0000DEAD	ROM:sub_C678            	LDR.W           PC, =(loc_20000390+1)	R0=00000000 C=1 Z=1                     	
0000DEAD	ROM:sub_C858+5C         	LDR             R0, =unk_400E1060	R0=400E1060                             	
0000DEAD	ROM:sub_C858+5E         	LDR             R0, [R0]        	R0=00000084                             	
0000DEAD	ROM:sub_C858+60         	LDR             R1, [R7]        	R1=0000003F                             	
0000DEAD	ROM:sub_C858+62         	MVNS            R2, R1          	R2=FFFFFFC0 Z=0 N=1                     	
0000DEAD	ROM:sub_C858+64         	LDR             R1, =unk_400E1460	R1=400E1460                             	
0000DEAD	ROM:sub_C858+66         	LDR             R1, [R1]        	R1=00000087                             	
0000DEAD	ROM:sub_C858+68         	UBFX.W          R0, R0, #7, #1  	R0=00000001                             	
0000DEAD	ROM:sub_C858+6C         	EOR.W           R0, R0, #1      	R0=00000000                             	
0000DEAD	ROM:sub_C858+70         	MVNS            R3, R1          	R3=FFFFFF78                             	
0000DEAD	ROM:sub_C858+72         	LSLS            R5, R5, #0xA    	C=0 Z=1 N=0                             	
0000DEAD	ROM:sub_C858+74         	LSLS            R0, R0, #1      	                                        	
0000DEAD	ROM:sub_C858+76         	ORR.W           R1, R5, R4,LSR#22	R1=00000000                             	
0000DEAD	ROM:sub_C858+7A         	ORR.W           R0, R0, R4,LSL#10	                                        	
0000DEAD	ROM:sub_C858+7E         	LSRS            R4, R2, #3      	R4=1FFFFFF8 Z=0                         	
0000DEAD	ROM:sub_C858+80         	LSRS            R5, R2, #1      	R5=7FFFFFE0                             	
0000DEAD	ROM:sub_C858+82         	AND.W           R4, R4, #4      	R4=00000000                             	
0000DEAD	ROM:sub_C858+86         	AND.W           R5, R5, #8      	R5=00000000                             	
0000DEAD	ROM:sub_C858+8A         	ORRS            R4, R5          	Z=1                                     	
0000DEAD	ROM:sub_C858+8C         	LSLS            R5, R2, #4      	R5=FFFFFC00 C=1 Z=0 N=1                 	
0000DEAD	ROM:sub_C858+8E         	AND.W           R5, R5, #0x10   	R5=00000000                             	
0000DEAD	ROM:sub_C858+92         	LSLS            R2, R2, #3      	R2=FFFFFE00                             	
0000DEAD	ROM:sub_C858+94         	ORRS            R4, R5          	Z=1 N=0                                 	
0000DEAD	ROM:sub_C858+96         	AND.W           R2, R2, #0x60   	R2=00000000                             	
0000DEAD	ROM:sub_C858+9A         	ORRS            R4, R2          	                                        	
0000DEAD	ROM:sub_C858+9C         	ORRS            R0, R4          	                                        	
0000DEAD	ROM:sub_C858+9E         	LSLS            R4, R3, #5      	R4=FFFFEF00 Z=0 N=1                     	
0000DEAD	ROM:sub_C858+A0         	UBFX.W          R2, R3, #7, #1  	                                        	
0000DEAD	ROM:sub_C858+A4         	AND.W           R4, R4, #0x80   	R4=00000000                             	
0000DEAD	ROM:sub_C858+A8         	ORRS            R2, R4          	Z=1 N=0                                 	
0000DEAD	ROM:sub_C858+AA         	LSLS            R4, R3, #7      	R4=FFFFBC00 Z=0 N=1                     	
0000DEAD	ROM:sub_C858+AC         	AND.W           R4, R4, #0x100  	R4=00000000                             	
0000DEAD	ROM:sub_C858+B0         	LSLS            R3, R3, #9      	R3=FFFEF000                             	
0000DEAD	ROM:sub_C858+B2         	ORRS            R2, R4          	Z=1 N=0                                 	
0000DEAD	ROM:sub_C858+B4         	AND.W           R3, R3, #0x200  	R3=00000000                             	
0000DEAD	ROM:sub_C858+B8         	ORRS            R2, R3          	                                        	
0000DEAD	ROM:sub_C858+BA         	ORR.W           R4, R0, R2      	                                        	
0000DEAD	ROM:sub_C858+BE         	MOV             R5, R1          	                                        	
0000DEAD	ROM:sub_C858+C0         	BL              sub_C9E0        	R0=00000040 R2=400E1400 R3=00000001 LR=0000C91D C=0 Z=0 N=1	
0000DEAD	ROM:sub_C858+C4         	MOVS            R1, #0          	Z=1 N=0                                 	
0000DEAD	ROM:sub_C858+C6         	MOV             R0, R8          	R0=00000046                             	
0000DEAD	ROM:sub_C858+C8         	BL              sub_C680        	R0=00000000 R2=00000040 R3=400E1414 LR=0000C925	
0000DEAD	ROM:sub_C858+CC         	SUBS            R6, R6, #1      	R6=00000002 C=1 Z=0                     	
0000DEAD	ROM:sub_C858+CE         	BPL             loc_C89C        	R2=00000008 R6=FFFFFFFF R8=00000043 C=0 N=1	
0000DEAD	ROM:sub_C858+D0         	LDR             R0, [R7]        	R0=0000003F                             	
0000DEAD	ROM:sub_C858+D2         	LSLS            R0, R0, #0x1E   	R0=C0000000 C=1                         	
0000DEAD	ROM:sub_C858+D4         	IT PL                           	IT[3:2]=2 IT[7:4]=5                     	
0000DEAD	ROM:sub_C858+D6         	ORRPL.W         R4, R4, #0x40000000	IT[3:2]=0 IT[7:4]=0                     	
0000DEAD	ROM:sub_C858+DA         	LDR             R2, =0x20000D58 	R2=20000D58                             	
0000DEAD	ROM:sub_C858+DC         	LDRD.W          R0, R1, [R2]    	R0=FFFFFFFF R1=FFFFFFFF                 	
0000DEAD	ROM:sub_C858+E0         	STRD.W          R4, R5, [R2]    	                                        	
0000DEAD	ROM:sub_C858+E4         	BIC.W           R0, R4, R0      	R0=00000000                             	
0000DEAD	ROM:sub_C858+E8         	BICS.W          R1, R5, R1      	R1=00000000 Z=1 N=0                     	
0000DEAD	ROM:sub_C858+EC         	IT EQ                           	IT[3:2]=2                               	
0000DEAD	ROM:sub_C858+EE         	CMPEQ           R0, #0          	IT[3:2]=0                               	
0000DEAD	ROM:sub_C858+F0         	BNE             loc_C954        	                                        	
0000DEAD	ROM:sub_C858+F2         	LDRD.W          R0, R1, [R2]    	                                        	
0000DEAD	ROM:sub_C858+F6         	CBNZ            R1, loc_C97E    	                                        	
0000DEAD	ROM:sub_C858+F8         	CBZ             R0, loc_C9A8    	                                        	
0000DEAD	ROM:sub_C858:loc_C9A8   	MOVS            R0, #1          	R0=00000001 Z=0                         	
0000DEAD	ROM:sub_C858:locret_C9AA	POP.W           {R1,R4-R9,PC}   	R1=400E1414 R4=200002D0 R6=00000002 R7=00000046 R8=00000001 SP=20001338 MSP=20001338	
0000DEAD	ROM:0000C784            	MOVS            R0, #0x32 ; '2' 	R0=00000032                             	
0000DEAD	ROM:0000C786            	BL              sub_C728        	R0=00808080 R1=400F0804 R2=00808080 LR=0000C78B	
0000DEAD	ROM:0000C78A            	LDR             R0, [R4,#0xC]   	R0=00000000                             	
0000DEAD	ROM:0000C78C            	CBZ             R0, locret_C7B2 	                                        	
0000DEAD	ROM:locret_C7B2         	POP             {R0,R4,R5,PC}   	R0=00000001 R1=400E1214 R2=20000D58 R4=20000DA8 R5=400F1000 R6=00000000 R7=00000000 SP=20001388 LR=0000C925 ISR_NUMBER=20 MSP=20001388	
